Country,Correlation,Annual CO₂ emissions growth (%)_1951,Annual CO₂ emissions growth (%)_1952,Annual CO₂ emissions growth (%)_1953,Annual CO₂ emissions growth (%)_1954,Annual CO₂ emissions growth (%)_1955,Annual CO₂ emissions growth (%)_1956,Annual CO₂ emissions growth (%)_1957,Annual CO₂ emissions growth (%)_1958,Annual CO₂ emissions growth (%)_1959,Annual CO₂ emissions growth (%)_1960,Annual CO₂ emissions growth (%)_1961,Annual CO₂ emissions growth (%)_1962,Annual CO₂ emissions growth (%)_1963,Annual CO₂ emissions growth (%)_1964,Annual CO₂ emissions growth (%)_1965,Annual CO₂ emissions growth (%)_1966,Annual CO₂ emissions growth (%)_1967,Annual CO₂ emissions growth (%)_1968,Annual CO₂ emissions growth (%)_1969,Annual CO₂ emissions growth (%)_1970,Annual CO₂ emissions growth (%)_1971,Annual CO₂ emissions growth (%)_1972,Annual CO₂ emissions growth (%)_1973,Annual CO₂ emissions growth (%)_1974,Annual CO₂ emissions growth (%)_1975,Annual CO₂ emissions growth (%)_1976,Annual CO₂ emissions growth (%)_1977,Annual CO₂ emissions growth (%)_1978,Annual CO₂ emissions growth (%)_1979,Annual CO₂ emissions growth (%)_1980,Annual CO₂ emissions growth (%)_1981,Annual CO₂ emissions growth (%)_1982,Annual CO₂ emissions growth (%)_1983,Annual CO₂ emissions growth (%)_1984,Annual CO₂ emissions growth (%)_1985,Annual CO₂ emissions growth (%)_1986,Annual CO₂ emissions growth (%)_1987,Annual CO₂ emissions growth (%)_1988,Annual CO₂ emissions growth (%)_1989,Annual CO₂ emissions growth (%)_1990,Annual CO₂ emissions growth (%)_1991,Annual CO₂ emissions growth (%)_1992,Annual CO₂ emissions growth (%)_1993,Annual CO₂ emissions growth (%)_1994,Annual CO₂ emissions growth (%)_1995,Annual CO₂ emissions growth (%)_1996,Annual CO₂ emissions growth (%)_1997,Annual CO₂ emissions growth (%)_1998,Annual CO₂ emissions growth (%)_1999,Annual CO₂ emissions growth (%)_2000,Annual CO₂ emissions growth (%)_2001,Annual CO₂ emissions growth (%)_2002,Annual CO₂ emissions growth (%)_2003,Annual CO₂ emissions growth (%)_2004,Annual CO₂ emissions growth (%)_2005,Annual CO₂ emissions growth (%)_2006,Annual CO₂ emissions growth (%)_2007,Annual CO₂ emissions growth (%)_2008,Annual CO₂ emissions growth (%)_2009,Annual CO₂ emissions growth (%)_2010,Annual CO₂ emissions growth (%)_2011,Annual CO₂ emissions growth (%)_2012,Annual CO₂ emissions growth (%)_2013,Annual CO₂ emissions growth (%)_2014,Annual CO₂ emissions growth (%)_2015,Annual CO₂ emissions growth (%)_2016,Annual CO₂ emissions growth (%)_2017,Annual CO₂ emissions growth (%)_2018,Annual CO₂ emissions growth (%)_2019,Annual CO₂ emissions growth (%)_2020,Annual CO₂ emissions growth (%)_2021,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021
Montserrat,0.063547033,,,,,,,,,,,,,0,100,-50,100,0,0,0,100,0,0,0,0,-25,0,133.33333,0,0,-42.85714,25,0,20.000004,0,16.666662,14.285719,0,0,0,0,0,0,0,12.5,0,11.111116,-10.000002,-11.111111,25,-30.000002,0,85.71428,-23.076921,29.999996,-15.384615,0,0,18.181812,-7.6923075,33.333336,-37.5,10.000002,18.181812,0,15.384615,-46.666664,0,0,-25,0,-3.6390126,,,,,,,,,,,,,-0.351392901,-0.454352802,-0.531362297,-0.609536855,-0.590880119,-0.689702977,-0.813149997,-0.540093593,0.067215,0.309334842,0.311905265,0.347826087,0.241583915,0.256719268,0.017419175,-0.05921488,-0.214345462,-0.518677634,-0.456428622,-0.280403499,-0.252895924,-0.290769831,-0.254276468,-0.185399768,-0.428640317,-0.591917634,-0.754226737,-1.021762449,-2.356679708,-4.381278453,-5.404395129,-5.9876877,-6.614605225,-7.17788359,-7.929459204,-8.709391285,-9.339891905,-10.00736821,-7.800521027,-1.897150238,0.551349572,0.687453965,0.727464846,0.802904983,0.784502081,0.822081017,1.091109623,1.200124688,0.519790544,0.157046003,0.680740401,0.763503761,0.150789761,0.48180073,-6.885184491,-6.440841614,3.169074647,-0.079189764,-1.743555518
Morocco,0.14483525,14.305246,21.780407,17.049015,-14.060699,-0.8252442,-1.0197759,-13.210636,6.972587,3.1288028,7.9298377,3.7228465,-18.46633,28.590048,11.65843,-3.6387444,28.327429,-0.9395659,3.919506,3.5082698,25.176514,12.417709,-1.938051,19.743908,15.458226,-0.29804707,3.8339257,9.87711,2.9080868,22.002708,-0.2047658,-0.62980056,7.548702,4.270351,0.106179714,0.20709038,5.6678414,6.534672,5.154133,8.264637,-1.6004205,6.234491,4.4267654,8.255327,5.0222874,2.2275448,2.6930213,1.5345097,3.014183,3.5766482,3.793478,10.863757,1.3600707,-1.9732893,15.464628,5.7671666,3.5571337,5.7585597,5.0219297,-0.9915471,6.892419,0.92418194,3.8017035,-0.60948133,1.0042906,2.3091674,-0.06445646,4.5325994,1.9672394,10.325718,-6.0840073,12.515593,2.823574063,2.766685818,2.72795293,2.679339455,2.657654662,2.66139046,2.665523425,2.621877332,2.605765339,2.55492383,2.457720196,2.498019447,2.435710129,2.373868095,2.493853295,2.592515635,2.670631391,2.710385545,2.709953808,2.728804954,2.720987675,2.670697073,2.628352874,2.583980437,2.566133744,2.553259689,2.598543051,2.658621192,2.666037135,2.718297869,2.744866682,2.713331911,2.640424311,2.501625154,2.368012249,2.171031718,1.963455128,1.859933592,1.776350562,1.737062598,1.700024197,1.671164211,1.633530239,1.572937882,1.571706329,1.563029625,1.532753694,1.505279337,1.456521726,1.410359354,1.386477349,1.350253885,1.281010058,1.321222519,1.404737386,1.374877145,1.337399012,1.322189819,1.311451056,1.324287857,1.339569321,1.334645949,1.312344263,1.254235239,1.175489892,1.131025402,1.08261046,1.001882393,0.934828485,0.959379737,0.977509171
Mozambique,0.026533873,3.2394648,15.359724,0.68000555,5.759251,20.186424,13.067686,13.917028,2.6908517,-1.2183547,4.898691,39.709045,-24.514944,-16.425007,28.92661,-6.3447294,6.034088,-11.905897,48.35472,16.627502,-7.9334855,21.138609,-8.731961,7.987499,-11.616879,-8.363205,-11.345321,5.909872,5.8900237,-8.070242,21.404684,-22.493559,1.8109918,-22.562038,-22.697443,-24.881077,-13.904208,-0.040119886,3.0147076,2.8163552,-0.88495016,-8.183527,9.107304,11.0124,-3.708762,2.9998183,-3.462416,7.1828127,-4.9854875,5.076742,13.1469965,17.553604,-1.0899007,20.718813,0.4557252,-5.057746,8.245707,14.263927,-0.40806532,11.884451,8.017278,17.918825,-1.670301,17.25359,126.76065,-17.132074,26.992107,-19.210403,1.5177608,1.2971163,-10.209476,12.769663,1.312464613,1.281425029,1.230355884,1.231020921,1.308014822,1.365314013,1.411619867,1.392125681,1.493476965,1.714939241,1.92206178,2.071895691,2.111765477,2.113091815,2.121106157,2.134322492,2.152860282,2.179316066,2.215389268,2.309741618,2.475663405,2.752755119,2.984886467,3.098380432,3.225331709,3.295574943,3.486739313,3.691356425,3.618264466,2.530743639,1.918707778,2.194750316,2.161239843,2.147440436,2.043179643,1.833981992,0.472048875,0.00523364,1.088122756,1.727195207,2.005584839,1.936677427,2.852301106,4.99244686,4.575698235,3.095438765,2.715816884,2.388974918,2.410175314,2.441108999,2.507591658,2.57049492,2.604178593,2.6282985,2.603560424,2.572067687,2.607332558,2.637624218,2.697534372,2.847254117,2.993308807,3.084058182,3.140086639,3.127197756,3.091533068,3.189731901,3.170836508,3.001542388,2.941750914,2.968237143,2.90533541
Myanmar,-0.054387203,14.147902,23.588526,15.21275,12.075699,-2.7573407,16.50387,26.77232,14.835262,15.198505,-2.2439063,-4.5876265,11.172342,-8.535105,8.484495,-4.6162486,2.9564738,28.858053,-19.05536,9.763551,43.56953,10.562921,-4.0236235,-16.094852,13.742506,-1.8838942,6.761384,5.576837,-0.37904382,-1.1669099,8.312166,2.072978,-0.7729709,3.1230688,13.813233,1.9388914,1.2108326,-26.833279,-17.331017,8.28656,-4.284006,-2.3208082,17.02751,9.52338,16.423368,11.64012,4.2851567,3.222847,8.444166,11.029363,14.392412,-13.343918,5.333996,7.1724534,25.691105,-8.041692,10.890902,0.216043,-23.900383,4.453993,28.55097,15.244913,-21.84531,7.6458693,24.580706,38.094936,-3.4117103,11.776829,43.955624,-1.175642,2.953446,2.916956,1.869167472,1.875012436,1.925194784,1.942364963,1.962008984,1.986700039,2.003392668,1.995006437,2.011229685,2.055989066,2.082378849,2.1089377,2.139430553,2.19952969,2.277991759,2.318134273,2.366182763,2.412972852,2.407483672,2.39005008,2.360737631,2.334748794,2.194496479,2.032441452,1.995477542,1.971025262,1.989054763,2.010224594,1.988079542,1.978983561,1.942569414,1.86785971,1.990469326,2.118911162,2.033850283,1.904424423,1.776575859,1.669918511,1.600113519,1.552512055,1.464827152,1.38965352,1.362324275,1.346759078,1.316706724,1.300999864,1.305614636,1.287482202,1.235033502,1.159489669,1.100456689,1.062785514,0.998220026,0.908632428,0.826564629,0.76164349,0.73305143,0.577830847,0.580918327,0.761812571,0.824006483,0.863197346,0.870428845,0.840955241,0.797054451,0.784389166,0.756502146,0.709235962,0.690563486,0.703836951,0.683710619
Namibia,0.144890955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.027779,20.700634,13.192617,3.0303001,6.3348413,2.7659535,2.6915073,-8.46774,-3.524232,25.342453,-11.111105,5.3278685,4.669261,17.286242,1.1093497,-3.134799,19.417477,2.1680236,2.7851462,-2.0250738,20.594513,-23.466885,43.239357,4.7119975,5.1902413,4.071808,-1.4523447,-1.0554969,-10.440725,1.3716459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.314048072,3.28253427,3.165654526,2.911672904,2.652932974,2.477052263,2.404677377,2.35896224,2.244636073,2.022406334,1.73325381,1.441787635,1.29038013,1.297944882,1.342086476,1.417005156,1.53455156,1.634948817,1.67872113,1.694669605,1.726298101,1.749507214,1.740401874,1.710965204,1.682655655,1.657858952,1.613986615,1.571689377,1.615021038,1.553657452
Nauru,0.328856745,,,,,,,,,,,,,,,12.5,0,44.444443,0,38.46154,0,33.333336,-12.5,9.523809,17.3913,3.7037015,0,10.714281,0,0,9.677422,0,0,0,0,0,29.41177,-2.272725,0,0,-20.930231,0,-2.9411793,-6.060606,-3.2258093,-3.333336,-3.4482777,0,-3.5714269,-7.4074087,-7.999998,-4.347825,-4.545456,-14.285713,0,-5.555558,-29.411762,0,0,-8.333331,9.090912,-8.333331,9.090912,8.333338,7.692313,7.1428537,-6.666666,7.1428537,0,0,-6.666666,4.3473125,,,,,,,,,,,,,,,5.215827338,3.122945431,1.157156519,2.495824536,3.182167563,2.091775924,1.654894635,1.541818599,1.66261381,1.596484397,1.612461673,1.710806369,1.999894045,1.482847275,0.770254363,0.802458163,0.995087543,-0.089797955,2.224496929,3.704970082,2.039470585,2.335672083,2.309427154,2.546071775,2.719318988,2.710112171,2.740479635,1.953434872,0.768347955,0.362906339,0.405831666,0.38886654,0.267144983,0.289270354,0.212531785,0.090891877,-0.060539559,-0.060576231,-0.051142175,0.003790248,-0.068221873,-0.017067112,-0.092936803,-0.036070242,0.03228502,0.140489435,0.388647696,1.427708113,2.161689134,2.021177714,2.000786023,2.054362675,1.913473254,1.859024012,1.510993553,1.275161227,1.37166932
Nepal,0.031370831,14.285719,0,25,10.000002,9.090912,8.333338,15.384615,6.666672,12.5,22.222221,0,9.090912,12.5,51.851856,19.5122,6.122446,11.538458,18.965508,57.971024,-43.119263,-12.903225,35.18518,57.53424,0.83420277,-17.219418,-19.866997,19.358576,-2.2051215,55.741512,5.647397,-16.277445,-2.3886442,11.31587,42.444836,-3.622061,3.1058311,23.481024,13.395226,-8.443499,-19.263088,42.25948,20.132101,13.334429,15.894497,42.57561,1.8997669,12.254953,-15.818495,43.527378,-4.815042,6.5399647,-19.767601,8.242237,-8.111811,15.658319,-17.755054,4.6355963,30.40247,23.198486,16.829563,8.211029,4.785502,13.666403,22.089565,-9.045535,46.062683,23.24916,19.058037,-8.269823,9.779263,4.8707366,2.134882527,2.076341572,1.969229205,1.896737263,1.871568261,1.843538146,1.813779205,1.763292143,1.786524476,1.878662747,1.950660604,2.007444206,2.038079389,2.072585942,2.114669617,2.12922753,2.146693309,2.174890802,2.184612164,2.201542743,2.180557073,2.151409506,2.137235393,2.133684461,2.161510309,2.159285562,2.219171907,2.308980168,2.338563085,2.368239064,2.357975906,2.355100468,2.408430678,2.394344677,2.322087776,2.24673861,2.143436859,2.118742587,2.237418492,2.446278627,2.617295741,2.848207391,2.730824843,2.471350979,2.324627976,2.107115402,2.004100618,1.907581241,1.813864801,1.69068848,1.592320185,1.494338675,1.372404129,1.24288749,1.074813336,0.880907601,0.731792548,0.644277667,0.576016456,0.554864937,0.460645714,0.313490304,0.264242557,0.381605087,0.644189536,1.033246325,1.284304444,1.255270939,1.228379593,1.896311713,2.464010773
Netherlands,0.43774429,7.179117,-0.46079755,1.0041475,5.6611896,4.441595,6.70979,-1.0307312,3.543818,0.64138174,9.41565,3.242457,9.843361,9.441042,6.1792135,3.747785,3.1412601,3.0173063,6.3397646,2.0772219,22.453165,-0.8019209,11.96394,4.9299717,-3.1917632,-4.66274,10.886955,-3.2667994,3.7818909,10.138237,-5.548066,-7.089305,-18.659878,2.899313,4.889095,2.01782,-2.0177007,5.1841974,-3.8801253,11.031032,0.61912537,5.191958,-0.11250973,-0.0320971,0.45938492,0.9047389,5.25136,-3.8460314,0.54323673,-3.054583,0.68012476,2.982235,-0.38393736,1.9441843,1.0470033,-2.1571755,-2.7368784,-0.14138222,1.7159343,-3.0588508,7.058227,-7.2577357,-2.153492,-0.36714077,-4.492295,4.0228367,0.5427718,-1.5111506,-2.5084019,-3.556794,-10.376257,2.357483,1.138694264,1.096622029,1.129342889,1.138491948,1.168453762,1.182378733,1.212943575,1.271762036,1.3222477,1.317251991,1.392241233,1.462798542,1.39739237,1.426474269,1.427166383,1.306801233,1.245835428,1.205472105,1.198259252,1.221045823,1.107354647,0.946895205,0.84985073,0.774012647,0.717586625,0.699899088,0.717652799,0.727247985,0.733824229,0.742195159,0.720790336,0.660198007,0.603042394,0.589542969,0.581696326,0.574549351,0.607900849,0.61299836,0.57669032,0.590085091,0.617007639,0.60371625,0.556888084,0.521898359,0.498446309,0.469104484,0.476757797,0.513258022,0.525651663,0.517794942,0.499701609,0.456318679,0.416668325,0.395582774,0.369629463,0.356002556,0.372472979,0.394734203,0.427099395,0.460343185,0.436931971,0.396722143,0.400666551,0.438477873,0.45475701,0.442809828,0.439949299,0.424347422,0.407788389,0.368756168,0.347543243
New Caledonia,0.103406748,28.33333,67.53247,-15.503878,30.275227,34.50705,66.49215,-8.490568,-30.584192,-20.297033,45.962727,2.9787183,-36.363636,9.740257,77.51479,12,22.619045,-2.4271846,24.875618,-15.338648,53.647053,1.0719776,-29.545456,52.460907,7.0504785,-9.090739,-5.518365,-10.444135,-27.942722,6.396413,21.87555,-30.435211,-9.245181,-8.764404,4.426253,20.696365,-3.455174,3.8310409,3.214264,9.21092,-3.8524747,11.562311,-10.414368,16.044426,7.8182697,4.664767,5.8543563,-16.779268,-0.41012764,13.562763,8.024788,-15.483862,27.474392,13.933349,-7.7284756,11.721516,-3.667903,8.133543,-2.6907682,6.5930724,20.482754,1.0061979,0.301373,7.1397305,26.168896,-2.6383936,12.401867,1.8612385,5.896437,-4.061234,-9.9366665,-11.203241,1.713821481,1.772339846,1.840583323,1.92004884,1.982326602,2.296206912,2.867440565,3.214976513,3.293131835,3.367233747,3.394696461,3.361083695,3.115710642,2.865710899,2.762208528,2.758561312,2.793638957,2.945126064,3.473899239,4.020308142,4.267308124,4.304314544,4.258247797,4.171262116,3.809924175,2.900530942,1.843227966,1.269884461,1.133694527,1.117213046,1.11799783,1.203627145,1.472899831,1.800859441,1.985748107,2.051167674,2.139439799,2.20653337,2.304363154,2.488500725,2.6162744,2.582895433,2.458340873,2.353499447,2.238364569,2.116864763,1.999203465,1.934345865,1.905970342,1.899735751,1.901852146,1.867533283,1.794650607,1.655926216,1.439820467,1.444689223,1.541832028,1.497222953,1.551148143,1.762448137,1.893601438,1.879474688,1.852876127,1.560833077,0.75572998,0.191786971,0.135417442,0.109760612,0.104738536,0.309278276,0.449385935
New Zealand,0.123977919,-4.656172,14.076757,-8.256298,6.039846,3.5925388,3.0020714,6.510222,-1.2097895,1.3677001,11.750353,1.9368649,-4.73699,9.092784,7.1659327,4.5320153,2.3016453,-2.667731,-1.1277795,5.8186054,-0.5405247,6.128478,7.5791836,12.419975,3.0748606,-2.6101768,5.3540826,5.532384,-11.270338,-8.486408,5.9683323,-5.2515564,10.321116,-1.4895678,7.4370384,13.039196,4.977727,5.3136826,5.3137302,0.015199184,0.19369125,2.6662588,7.578528,-1.4405668,0.500226,0.37064552,4.6456337,6.7367435,-4.5401993,5.3819537,2.4800181,6.614983,0.47433376,4.919815,-1.1183798,4.43058,-0.2508819,-2.4636686,3.0171633,-7.7008724,0.5501747,-1.5665233,4.900539,-1.9586325,0.56123734,1.0557294,-4.6328783,4.4920683,0.047683716,3.2902002,-7.1629286,0.23565292,1.925714503,2.210274438,2.342908615,2.182216642,2.033319058,2.055007896,2.205458597,2.285890568,2.125829148,1.982581917,2.131822877,2.286004053,2.212283164,2.041594972,1.863556911,1.742896024,1.508287258,1.142789994,1.121516959,1.41383567,1.629139512,1.843776829,2.095877547,2.136258988,1.746444002,1.034869161,0.42818113,0.090653018,0.020841416,0.214321367,0.48938996,0.865931389,1.161241151,1.017865448,0.575459839,0.406481508,0.570533125,0.538662835,0.545464179,1.903760399,2.489735778,1.452420376,1.093998189,1.222815334,1.358412664,1.375739754,1.165759747,0.812634127,0.542962536,0.5191323,0.887918277,1.567298089,1.869225621,1.570819942,1.275461252,1.144240165,0.99401763,0.928680682,1.012810632,1.006188926,0.767688006,0.588803959,0.841560358,1.383419188,1.648859576,1.628322382,1.600534744,1.870080231,2.430600387,1.996218685,1.298214217
Nicaragua,0.221076717,5.7552695,36.379707,4.0012956,10.259604,24.415981,-3.7545085,10.684657,43.885292,-20.126945,10.69659,5.5128336,17.646576,27.780724,12.608242,-17.768133,23.004877,12.593567,13.900495,4.4633627,9.115386,7.3154807,6.571412,13.912487,6.606281,-1.1161566,15.344727,27.492655,-7.258737,-34.94646,18.31708,5.563402,-1.13132,-5.4017124,-7.545197,7.518935,13.638711,7.778263,-7.855171,-34.450893,39.203323,-2.8191566,19.447636,-3.802508,10.320854,9.416235,3.3460975,9.385252,8.934379,6.026101,3.4513235,5.3859115,1.7352939,8.658099,0.9824395,-2.460736,3.4651756,3.0014396,-4.0693226,1.8231869,0.5118847,7.566464,-5.3296146,1.2229443,3.0336976,14.453387,-0.45676827,1.0203004,-4.799056,0.44887066,-9.0788,13.387644,2.977266327,2.928388094,2.906833369,2.907644996,2.910070623,2.925165991,2.952591913,2.974926396,2.98870323,2.983997188,2.986516593,3.005878243,3.031104828,3.065829758,3.117892491,3.183828167,3.249975228,3.319647622,3.360874471,3.371708077,3.368933095,3.136733382,3.097324121,3.244393426,3.186637918,3.133059906,3.073246508,2.924524187,2.693689699,2.724835469,2.823150005,2.742235837,2.625414638,2.476361686,2.381002738,2.348999816,2.316733661,2.341169272,2.418696555,2.43036887,2.409441316,2.370837411,2.309612731,2.238153315,2.147477121,1.961380821,1.772235537,1.633623841,1.537342498,1.475682096,1.380628794,1.302296554,1.252770614,1.227486418,1.323850926,1.446025583,1.481954688,1.51502234,1.542485912,1.557928726,1.560296994,1.545263698,1.515787265,1.483844904,1.451923286,1.422751794,1.399291853,1.374319519,1.345930289,1.335784415,1.359136184
Niger,-0.079769974,-16.385292,11.827683,-16.920465,17.821335,-0.3119111,15.791094,2.405262,-16.44786,-14.285713,33.333336,87.5,20.000004,33.333336,8.333338,-3.8461566,47.935593,-2.7260184,22.237228,18.191862,13.452077,6.625104,9.394407,29.714346,-11.794543,15.317976,-0.5410373,9.842157,13.806677,15.135956,18.968582,20.14339,9.092485,29.065264,3.0153751,0.32548904,-9.660292,11.010051,-0.99219084,5.183494,-42.08643,-5.4415345,-7.348937,14.085209,-3.589481,-3.272009,14.44881,0.860548,8.054924,-2.0993352,0.794065,-5.9573174,5.977297,8.623684,6.4691067,-12.708527,-2.9058695,5.728483,11.6412525,20.202839,21.823454,13.509703,40.084957,12.679684,8.559585,-2.2249222,-2.7577698,4.874921,-19.841362,39.36744,12.068998,7.8912497,3.592631503,3.490099321,3.32387143,3.261492673,3.137729904,3.02112338,2.982631075,2.97193665,2.980787463,2.998625765,3.013903878,3.009141287,2.972492712,2.914984291,2.899012854,2.887054482,2.843624902,2.83191742,2.817025082,2.78107577,2.729358615,2.711040492,2.7443237,2.782852129,2.805434456,2.824547955,2.875347369,2.967959908,3.078425825,3.138077687,3.147721762,3.119644855,3.06588692,3.030789227,3.027252565,3.027414608,3.030607536,3.041264355,3.057251785,3.102130372,3.134396867,3.152469736,3.205493274,3.281073881,3.400737942,3.451432445,3.414332906,3.449865143,3.471641762,3.469447387,3.48525262,3.489205425,3.511954305,3.547549478,3.582040032,3.606810449,3.633807858,3.672503131,3.710430821,3.750258833,3.781199176,3.862944408,3.881222319,3.854488644,3.910612633,3.95272122,3.916472444,3.876802674,3.852616912,3.814374104,3.793790868
Nigeria,-0.168721454,-25.324673,29.347824,11.764706,5.563915,4.8433065,11.684788,5.7177663,16.901993,-4.2343736,-4.52773,20.756483,1.5925646,27.991306,35.987926,61.69828,9.728468,-0.533247,-48.334312,82.61641,77.85231,49.86794,28.32762,19.679188,25.646162,-23.915333,16.552544,-8.488804,-4.5178356,45.544018,-3.0638754,-3.2699049,-0.6335318,-8.698601,16.247547,0.3314972,5.1068664,-19.356918,19.30883,-40.189465,-7.7449083,7.905638,10.341525,-3.1365871,79.54636,4.823625,16.060852,-2.1535993,-9.69798,-1.7348051,13.947868,3.4543872,-10.253888,11.309195,-5.2461386,6.9986224,-11.356664,-8.904487,6.508529,-11.509121,44.280636,12.566507,-13.045872,6.6738486,5.7034016,-11.191445,7.064295,-3.5690606,-6.3494563,20.585346,-2.760744,5.8883667,1.909866701,1.918700912,1.886714933,1.906267611,1.924741572,1.923691759,1.933454496,1.904060277,1.934640529,2.027334362,2.083752552,2.122386824,2.137841228,2.140686772,2.164541796,2.16362539,2.077244224,2.063592302,2.118769921,2.183371744,2.247527644,2.325743137,2.4513619,2.613455795,2.783056213,2.87830425,2.982854919,3.059944599,3.068141823,3.084557005,3.007301501,2.88924296,2.472340525,2.436909735,2.698639999,2.591160322,2.557918524,2.581864516,2.633021525,2.678613168,2.628147821,2.604548456,2.657267783,2.686246286,2.669171791,2.634503818,2.622846463,2.603557017,2.614894609,2.665478209,2.707219651,2.725913243,2.721061591,2.708942688,2.690404012,2.683031341,2.695550355,2.705932595,2.719150463,2.742869727,2.767990138,2.758428863,2.705360903,2.634108671,2.548199788,2.518827644,2.554686996,2.537666169,2.495708842,2.500858325,2.477240234
Niue,0.155436229,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,100,-50,0,100,0,0,50,-33.333332,0,0,50,-33.333332,0,4.3531656,,,,,,,,,,,,,,,,,,,,,-1.868250943,-2.802421658,-3.780311043,-4.384822083,-4.632744262,-4.665803498,-2.973960285,-1.689433798,-2.081798989,-2.236373665,-2.472175206,-3.186957665,-4.367428975,-5.123544448,-5.561875112,-5.230125523,-2.455013713,-0.534906049,-0.572255929,-0.790513834,-1.286083735,-1.224952206,-1.462365591,-1.404044813,-1.062495388,-1.305093594,-1.42813964,-1.816788041,-2.334478451,-2.694060277,-2.390732829,-1.994781584,-1.691858468,-1.790862235,-1.583348159,-1.084598698,-0.466008772,0.07344166,-0.321071461,-0.285293576,-0.341485925,0.009260974,0.592647467,0.469483568,0.430639546,0.374053462,0.15451736,0.562664489,1.344643985,0.72128228,-0.256387587
North Korea,0.029020852,27.619576,-10.665435,95.05505,175.81541,53.43913,22.036314,25.943518,38.482273,27.075588,19.745981,11.090136,16.123093,6.970787,8.504224,24.156021,7.63824,10.067499,13.125933,8.116198,14.664555,46.241688,-16.703218,8.737457,4.403949,5.9169054,2.2365928,3.3030033,-4.796767,1.8944621,3.4637213,0.2741456,2.1829247,7.0757985,7.588887,7.146108,8.698487,11.976492,13.444924,5.028534,-43.426723,-4.696667,-13.151539,-8.5730915,-8.931768,-6.7396045,-12.868482,-3.9414883,-7.7409983,9.175623,7.8344703,3.6138773,-4.2180896,2.1817923,2.2565722,4.5847297,1.5464425,-16.66289,10.793388,-23.983515,-6.305182,-27.759892,3.811586,-28.088581,13.0672455,-19.382256,11.973799,87.63958,-7.9363823,10.779726,-5.5906773,3.0552268,-5.085709638,-3.279370783,-0.766204691,0.89408463,1.894552237,2.328894128,2.879637076,3.272509598,2.87342707,2.398126348,2.258744743,2.156334793,2.253081547,2.389520715,2.391430676,2.379449,2.543987203,2.648767644,2.483667844,2.382181376,2.321582822,2.33040442,2.207352518,1.816110425,1.630406125,1.617691188,1.510003054,1.480055666,1.54403315,1.576687351,1.659735038,1.703256139,1.666391613,1.684644465,1.744884621,1.759911162,1.732481821,1.654852874,1.566786646,1.541636994,1.50122995,1.416116822,1.386780535,1.341116081,1.062414157,0.81502506,0.736092733,0.676630419,0.651465665,0.597146145,0.542449004,0.479700874,0.558188525,0.657365902,0.604058039,0.541962079,0.494784326,0.480906201,0.493582468,0.460931473,0.415248995,0.438718616,0.485717261,0.524936674,0.538995943,0.547629364,0.534204259,0.472611259,0.414411595,0.363085492,0.313628596
